"training_id","tender_id","department","category","location","estimated_value","final_contract_value","number_of_bidders","winning_vendor","vendor_specialization","is_specialized_for_tender","historical_win_rate","previous_tenders","previous_wins","vendor_a_bid","vendor_b_bid","vendor_c_bid","bid_similarity_percent","a_won_comparable_tenders","b_c_repeatedly_participated","comparable_tenders","average_comparable_price","current_price_vs_comparable_percent","network_relationship_strength","shared_tenders","regional_price_variation","market_price_increase","investigation_priority"
8709,"TND-ML-08709","Municipal Corporation","Bridge construction","Mysuru",175299870.58,183244370.21,4,"Vendor 187","Consulting",True,30.77,26,8,184037152.74,179722563.37,185286814.16,61.27,5,False,5,163742623.72,11.91,0.44,8,7.30,7.73,35.17
8710,"TND-ML-08710","Urban Development Department","Consulting","Hubballi",155799499.17,199912500.84,9,"Vendor 352","Equipment Supply",True,50.00,20,10,200695972.65,200654336.81,201625726.79,82.68,7,True,10,150479865.14,32.85,0.70,15,4.81,4.64,69.80
8711,"TND-ML-08711","Municipal Corporation","Infrastructure","Hubballi",127318714.55,164024738.23,7,"Vendor 260","Healthcare",True,61.54,78,48,164451530.61,163143687.66,165747724.93,92.04,10,True,16,120067885.39,36.61,0.79,18,4.79,6.57,83.91
8712,"TND-ML-08712","Water Resources Department","Consulting","Hubballi",133260075.21,155605400.68,5,"Vendor 124","Healthcare",True,30.77,13,4,155115923.74,154100646.97,157626293.93,67.88,5,False,8,128196902.85,21.38,0.54,13,1.99,6.60,47.70
8713,"TND-ML-08713","Public Works Department","IT Services","Udupi",110948946.25,129117981.58,10,"Vendor 203","Healthcare",True,76.34,93,71,129631022.17,130365348.37,131244282.14,83.00,8,True,18,98428100.00,31.18,0.74,15,3.00,3.84,75.69
8714,"TND-ML-08714","Municipal Corporation","Healthcare","Belagavi",125593566.83,149284978.42,4,"Vendor 259","Consulting",True,50.00,78,39,149076557.80,149472970.82,151090785.22,77.71,6,False,8,119590625.99,24.83,0.63,13,2.75,2.18,57.75
8715,"TND-ML-08715","Public Works Department","Healthcare","Shivamogga",75194211.41,98807924.30,6,"Vendor 495","IT Services",True,42.00,100,42,97056238.23,99549389.63,99635177.40,91.76,8,False,15,71735098.23,37.74,0.88,20,1.83,7.48,75.72
8716,"TND-ML-08716","Public Works Department","Road construction","Ballari",189704934.16,199818898.47,5,"Vendor 103","Healthcare",True,76.92,52,40,199241406.10,195921978.70,197948657.40,74.15,6,False,11,161326415.69,23.86,0.49,12,0.41,3.02,55.59
8717,"TND-ML-08717","Rural Development Department","Equipment Supply","Udupi",91703178.81,113037325.05,3,"Vendor 246","IT Services",True,51.79,56,29,111899095.79,111737930.60,114134031.76,81.12,7,False,7,89407043.46,26.43,0.72,12,5.84,4.75,59.57
8718,"TND-ML-08718","Water Resources Department","Bridge construction","Udupi",43225579.07,52863843.85,5,"Vendor 444","IT Services",True,85.11,94,80,52941254.11,53020284.22,53277885.51,95.13,10,True,7,38606473.27,36.93,0.94,20,2.86,4.91,88.03
8719,"TND-ML-08719","Water Resources Department","Consulting","Bengaluru",97303152.57,115072575.46,4,"Vendor 277","Construction",True,45.10,51,23,114893392.74,113573252.97,116073745.06,84.08,8,True,10,91991826.25,25.09,0.73,16,3.19,2.78,68.86
8720,"TND-ML-08720","Municipal Corporation","Healthcare","Belagavi",160338375.33,203734493.75,9,"Vendor 250","Infrastructure",False,50.00,86,43,200041779.89,203114749.87,204090145.18,99.50,9,True,11,146171971.41,39.38,0.96,19,6.61,3.53,85.40
8721,"TND-ML-08721","Water Resources Department","Equipment Supply","Davangere",198941922.94,254984293.31,7,"Vendor 279","Construction",True,74.58,59,44,255621853.90,256705640.16,259620282.19,88.02,9,True,12,187819897.84,35.76,0.91,18,6.11,5.95,85.97
8722,"TND-ML-08722","Public Works Department","Road construction","Hubballi",32022982.07,41545903.17,10,"Vendor 202","Consulting",True,68.37,98,67,40893116.38,41900568.98,41378537.97,98.20,9,True,18,29971074.28,38.62,0.93,20,2.09,7.51,87.90
8723,"TND-ML-08723","Municipal Corporation","Road construction","Belagavi",143353622.66,153661081.78,8,"Vendor 035","Healthcare",False,68.75,16,11,150708554.34,155417732.63,154388032.60,67.20,6,False,17,131289372.68,17.04,0.50,11,7.46,4.70,47.37
8724,"TND-ML-08724","Urban Development Department","Equipment Supply","Udupi",92422031.68,112388022.17,10,"Vendor 357","Consulting",True,70.24,84,59,110699610.29,113910269.37,114043836.18,82.13,6,False,15,87481919.65,28.47,0.61,15,7.14,3.64,63.67
8725,"TND-ML-08725","Rural Development Department","IT Services","Belagavi",161408749.51,209703711.17,4,"Vendor 120","IT Services",True,41.51,53,22,205842980.21,212429318.11,212222819.86,95.84,9,True,19,149159763.26,40.59,0.97,19,5.48,2.84,86.59
8726,"TND-ML-08726","Municipal Corporation","Bridge construction","Mysuru",12612283.10,12990033.18,3,"Vendor 269","Consulting",False,54.39,57,31,12896593.75,12801864.68,13139029.03,69.87,6,False,16,10890369.87,19.28,0.43,9,7.91,4.63,48.00
8727,"TND-ML-08727","Urban Development Department","Bridge construction","Mysuru",46641798.58,52230594.26,3,"Vendor 372","Equipment Supply",False,80.77,78,63,52343510.20,52278257.20,51777357.32,75.23,6,False,14,42699962.61,22.32,0.69,14,7.60,4.02,55.79
8728,"TND-ML-08728","Public Works Department","IT Services","Mysuru",96719065.23,117424918.37,5,"Vendor 082","Infrastructure",True,23.68,76,18,116839978.04,115561010.84,119716080.29,80.35,7,False,17,93142633.75,26.07,0.62,15,3.96,4.38,56.46
8729,"TND-ML-08729","Municipal Corporation","Bridge construction","Mysuru",173938795.62,177240008.24,7,"Vendor 140","IT Services",True,31.51,73,23,174313004.29,175583430.90,179450356.02,57.81,4,False,15,159130910.61,11.38,0.24,4,1.64,7.59,31.89
8730,"TND-ML-08730","Water Resources Department","Road construction","Hubballi",157159876.25,187357512.01,4,"Vendor 035","Construction",True,34.88,43,15,185510157.42,184231419.26,190443897.17,76.22,6,False,10,153596910.98,21.98,0.63,13,5.11,7.90,52.54
8731,"TND-ML-08731","Municipal Corporation","Road construction","Mysuru",85953240.79,101570822.93,6,"Vendor 037","Infrastructure",True,24.29,70,17,99795414.59,101225450.81,102696721.54,72.59,7,False,9,79707151.32,27.43,0.68,10,6.44,2.75,52.91
8732,"TND-ML-08732","Municipal Corporation","Bridge construction","Tumakuru",58392150.36,71491289.19,9,"Vendor 373","Infrastructure",True,40.00,15,6,71422763.93,71656448.61,70943974.85,93.43,9,True,13,49529783.28,44.34,0.87,21,2.27,5.94,85.20
8733,"TND-ML-08733","Public Works Department","Road construction","Shivamogga",185840591.23,203802256.79,9,"Vendor 183","Healthcare",False,57.63,59,34,203672790.41,204442938.23,201098920.39,81.94,7,False,16,161722152.67,26.02,0.67,16,1.18,7.48,62.43
8734,"TND-ML-08734","Water Resources Department","Healthcare","Belagavi",75307937.47,93023170.25,4,"Vendor 183","Equipment Supply",True,52.17,23,12,91348524.90,91491395.75,91351212.34,77.50,7,False,18,73740127.03,26.15,0.61,10,5.27,6.38,55.58
8735,"TND-ML-08735","Municipal Corporation","Healthcare","Shivamogga",172490894.82,168108216.41,5,"Vendor 298","Consulting",True,56.67,30,17,164827603.58,169456245.75,168563830.84,63.08,4,False,14,148139069.80,13.48,0.44,10,1.18,6.22,43.08
8736,"TND-ML-08736","Water Resources Department","Infrastructure","Ballari",88806418.10,93737015.51,10,"Vendor 265","Healthcare",True,25.00,36,9,94130940.18,93674150.37,92051077.23,58.65,2,False,13,86745341.02,8.06,0.29,8,4.83,3.19,28.46
8737,"TND-ML-08737","Rural Development Department","Bridge construction","Tumakuru",193081283.17,232704521.67,5,"Vendor 180","Equipment Supply",True,86.05,43,37,232468578.97,229778130.65,229897445.11,76.01,7,False,5,185999937.39,25.11,0.58,12,7.00,8.63,57.23
8738,"TND-ML-08738","Rural Development Department","Bridge construction","Shivamogga",16993108.73,19419152.96,10,"Vendor 036","Construction",False,30.36,56,17,19297135.36,19332714.37,19230131.92,67.89,5,False,17,16174540.20,20.06,0.48,9,2.64,7.87,45.04
8739,"TND-ML-08739","Public Works Department","Equipment Supply","Mysuru",187667502.82,230839025.92,4,"Vendor 442","Healthcare",True,90.74,54,49,230991659.39,229999442.86,231834892.81,89.06,9,False,14,172667384.19,33.69,0.84,16,7.39,2.28,73.62
8740,"TND-ML-08740","Urban Development Department","Equipment Supply","Bengaluru",115813902.81,111737996.56,8,"Vendor 257","Equipment Supply",False,53.33,30,16,111997693.69,112033000.70,111050987.69,61.64,4,False,19,99164001.21,12.68,0.51,7,6.36,5.06,38.93
8741,"TND-ML-08741","Public Works Department","Bridge construction","Davangere",152602702.76,160597406.03,10,"Vendor 306","Consulting",True,73.68,57,42,158517365.54,162102330.24,162863007.96,65.33,5,False,19,140382347.93,14.40,0.48,11,6.03,3.56,46.42
8742,"TND-ML-08742","Public Works Department","IT Services","Bengaluru",120361720.93,155724506.51,6,"Vendor 367","Healthcare",True,54.55,55,30,153476918.58,156822716.64,152616256.77,95.14,9,True,14,113650931.62,37.02,0.91,19,0.89,1.57,83.72
8743,"TND-ML-08743","Municipal Corporation","Bridge construction","Davangere",113063393.27,137675667.77,10,"Vendor 056","Healthcare",False,77.78,54,42,137019734.62,138753217.70,140190935.27,82.36,8,True,11,101883865.74,35.13,0.76,16,4.21,3.46,75.16
8744,"TND-ML-08744","Public Works Department","IT Services","Mysuru",16624294.35,20588336.80,4,"Vendor 175","Healthcare",True,62.86,35,22,20432324.21,20736846.64,20242793.49,83.79,8,True,13,15604317.72,31.94,0.77,15,0.48,5.20,77.90
8745,"TND-ML-08745","Urban Development Department","IT Services","Ballari",109022189.60,110893119.64,3,"Vendor 144","Equipment Supply",True,56.52,46,26,111365839.02,112019507.69,111230087.09,65.14,4,False,6,99455712.68,11.50,0.36,9,6.34,7.93,37.81
8746,"TND-ML-08746","Public Works Department","IT Services","Ballari",162036242.21,190765358.10,9,"Vendor 084","Construction",False,42.31,26,11,188551794.08,191203783.92,192949607.52,74.18,7,False,15,158337780.63,20.48,0.62,11,1.20,1.23,53.48
8747,"TND-ML-08747","Public Works Department","Healthcare","Ballari",21803384.94,28507115.74,8,"Vendor 260","Construction",False,38.95,95,37,28511507.91,28445605.46,28449593.22,95.79,8,True,16,20137832.54,41.56,0.87,16,0.18,4.46,82.32
8748,"TND-ML-08748","Urban Development Department","Road construction","Mangaluru",32147000.92,34757043.40,9,"Vendor 080","Consulting",True,74.51,51,38,34322103.96,34238493.39,35177272.36,58.66,4,False,9,31338060.95,10.91,0.42,9,0.16,4.98,44.28
8749,"TND-ML-08749","Municipal Corporation","Consulting","Shivamogga",86597469.25,110733980.49,9,"Vendor 203","Consulting",False,30.51,59,18,109988299.17,110153070.66,109789959.49,88.95,10,True,18,81958389.82,35.11,0.87,19,5.69,5.13,75.63
8750,"TND-ML-08750","Rural Development Department","Road construction","Mangaluru",58504268.55,68018395.96,3,"Vendor 372","Construction",True,32.47,77,25,66985799.81,67868669.16,67007486.67,70.79,5,False,10,57028922.58,19.27,0.52,11,3.92,6.55,45.30
8751,"TND-ML-08751","Public Works Department","Healthcare","Ballari",12119097.38,14075389.93,3,"Vendor 428","Infrastructure",False,29.03,93,27,13938725.47,14270585.32,14004245.14,71.93,6,False,15,11813168.22,19.15,0.57,9,1.06,5.62,46.73
8752,"TND-ML-08752","Municipal Corporation","Road construction","Bengaluru",95361795.62,103708435.99,7,"Vendor 401","Construction",True,71.11,45,32,103975502.65,103654517.63,104533358.33,71.31,6,False,15,83427267.31,24.31,0.57,11,1.13,1.84,60.99
8753,"TND-ML-08753","Public Works Department","Consulting","Tumakuru",135339411.04,150675270.72,3,"Vendor 381","Equipment Supply",True,28.74,87,25,147870497.11,148637215.26,148635676.00,75.14,6,False,15,120357273.52,25.19,0.70,14,4.19,3.82,53.97
8754,"TND-ML-08754","Water Resources Department","Equipment Supply","Bengaluru",187321102.41,238575237.73,9,"Vendor 045","Equipment Supply",True,51.35,37,19,236140267.78,240069511.63,241964232.07,88.76,8,True,18,176369659.00,35.27,0.79,15,3.74,1.60,77.60
8755,"TND-ML-08755","Public Works Department","Road construction","Udupi",183785115.45,242620187.29,8,"Vendor 355","Infrastructure",True,43.24,74,32,242841740.76,237879703.85,243617054.87,96.44,10,True,19,170763082.27,42.08,0.87,19,2.29,8.08,86.72
8756,"TND-ML-08756","Urban Development Department","Road construction","Hubballi",80074172.04,84665717.73,10,"Vendor 008","IT Services",True,75.00,60,45,84585455.53,85499384.41,83257699.23,52.44,4,False,17,77903678.44,8.68,0.31,6,0.02,2.13,37.64
8757,"TND-ML-08757","Municipal Corporation","Infrastructure","Mysuru",192285943.43,229004617.59,4,"Vendor 179","Equipment Supply",False,45.10,51,23,225320819.78,229985990.22,224463046.05,74.67,7,False,7,179696027.61,27.44,0.55,10,3.70,1.17,55.02
8758,"TND-ML-08758","Water Resources Department","Bridge construction","Belagavi",171553902.29,220037463.47,10,"Vendor 386","Equipment Supply",True,75.00,76,57,217246294.46,223120419.04,220643631.42,77.51,8,False,16,167916257.23,31.04,0.64,15,6.69,4.55,66.79
8759,"TND-ML-08759","Urban Development Department","Consulting","Belagavi",118181161.56,147865459.60,9,"Vendor 416","Equipment Supply",True,78.33,60,47,146540826.72,148705184.17,145966902.21,96.07,10,True,10,103976836.79,42.21,0.92,21,4.01,6.44,89.52
8760,"TND-ML-08760","Municipal Corporation","Consulting","Bengaluru",72352741.83,84423742.54,7,"Vendor 357","Construction",True,71.93,57,41,84702099.86,84210397.87,84103976.28,87.81,8,True,7,62259397.15,35.60,0.83,14,4.51,8.03,80.80
8761,"TND-ML-08761","Urban Development Department","Equipment Supply","Ballari",34245659.32,43734309.59,6,"Vendor 124","Construction",True,36.23,69,25,43502117.93,44251779.13,43742723.05,89.19,9,True,12,32892832.12,32.96,0.89,14,4.79,4.11,72.40
8762,"TND-ML-08762","Municipal Corporation","IT Services","Udupi",47354834.43,55684054.76,5,"Vendor 303","IT Services",False,62.22,45,28,54997606.71,54661120.58,55067130.27,85.53,7,True,6,42013018.53,32.54,0.82,15,2.03,2.64,78.03
8763,"TND-ML-08763","Urban Development Department","IT Services","Mysuru",129943886.03,122790111.21,4,"Vendor 074","Equipment Supply",False,61.02,59,36,120438915.62,123221218.99,122504116.70,52.36,3,False,7,118386146.56,3.72,0.25,4,0.08,7.02,30.33
8764,"TND-ML-08764","Rural Development Department","Bridge construction","Mangaluru",140567102.11,154406608.45,10,"Vendor 319","Healthcare",False,42.35,85,36,153503718.66,156424118.58,157227493.14,78.21,7,False,19,129188929.43,19.52,0.59,9,1.46,8.36,51.84
8765,"TND-ML-08765","Municipal Corporation","Equipment Supply","Bengaluru",15922132.64,18246076.86,3,"Vendor 177","Infrastructure",True,43.33,90,39,18162500.43,18491976.86,17938190.16,85.92,9,True,10,13616475.27,34.00,0.83,13,6.53,6.67,73.40
8766,"TND-ML-08766","Water Resources Department","IT Services","Davangere",36150849.13,40810309.34,5,"Vendor 277","Consulting",True,33.77,77,26,40204006.00,40265657.55,40326770.73,72.34,7,False,7,32877071.89,24.13,0.55,9,1.79,4.29,53.46
8767,"TND-ML-08767","Public Works Department","Healthcare","Mangaluru",34275395.07,33886367.98,4,"Vendor 383","Construction",False,27.50,80,22,33925589.25,33461305.83,34379859.59,65.44,5,False,15,29670228.51,14.21,0.41,11,6.77,3.71,39.85
8768,"TND-ML-08768","Municipal Corporation","IT Services","Ballari",139423720.42,152125219.40,9,"Vendor 156","Equipment Supply",True,36.56,93,34,150827267.32,153381417.28,149903370.75,74.43,6,False,10,118118813.11,28.79,0.70,12,6.91,4.90,54.71
8769,"TND-ML-08769","Water Resources Department","Consulting","Udupi",190475089.37,182839322.49,4,"Vendor 232","Infrastructure",True,22.22,36,8,181795437.49,185346659.94,183911911.09,60.88,4,False,6,161476042.12,13.23,0.49,5,4.98,5.71,32.25
8770,"TND-ML-08770","Municipal Corporation","Consulting","Mysuru",188380389.27,204120753.00,9,"Vendor 225","Healthcare",True,71.74,46,33,205059703.22,201493885.85,202243944.33,80.46,7,False,19,164150183.35,24.35,0.72,16,5.69,4.68,62.25
8771,"TND-ML-08771","Water Resources Department","Bridge construction","Ballari",147969791.61,141159555.30,5,"Vendor 390","IT Services",True,36.17,47,17,139224267.99,142498856.51,139108160.01,58.21,4,False,16,130341232.96,8.30,0.34,9,0.12,2.99,35.20
8772,"TND-ML-08772","Water Resources Department","Consulting","Ballari",186937686.66,192958262.29,3,"Vendor 396","IT Services",True,64.44,45,29,190134172.05,190710734.99,190871140.23,61.82,4,False,16,163843306.69,17.77,0.39,6,7.07,6.76,42.73
8773,"TND-ML-08773","Rural Development Department","IT Services","Mysuru",107307853.93,125763742.34,3,"Vendor 361","Healthcare",True,50.00,32,16,124664623.00,124158557.27,127462845.84,78.38,7,False,19,97863000.81,28.51,0.63,10,2.68,4.34,61.02
8774,"TND-ML-08774","Public Works Department","Consulting","Mysuru",91019407.67,87314241.94,10,"Vendor 127","Construction",False,51.16,43,22,87165533.13,88434034.05,87339677.03,67.59,5,False,10,78491767.30,11.24,0.38,8,4.59,3.53,41.40
8775,"TND-ML-08775","Urban Development Department","Infrastructure","Udupi",58219971.09,73652355.97,9,"Vendor 037","Consulting",True,60.66,61,37,72753844.56,73109720.37,72849641.78,83.52,9,False,12,55390205.29,32.97,0.86,14,1.16,5.16,72.26
8776,"TND-ML-08776","Rural Development Department","Bridge construction","Ballari",129211433.28,153432996.91,4,"Vendor 047","Consulting",False,28.57,63,18,151602130.12,150648963.68,153170771.88,71.67,7,False,13,122296346.97,25.46,0.65,12,5.00,8.15,50.81
8777,"TND-ML-08777","Urban Development Department","Consulting","Mangaluru",37691189.84,39169917.05,8,"Vendor 432","Infrastructure",False,27.27,66,18,39357926.14,38552252.95,38472151.91,54.62,3,False,6,35991837.77,8.83,0.40,5,6.74,8.93,28.36
8778,"TND-ML-08778","Water Resources Department","Consulting","Ballari",11484659.91,12533147.54,10,"Vendor 441","Equipment Supply",True,58.33,60,35,12404062.45,12541097.87,12674502.84,76.09,6,False,15,10597960.04,18.26,0.57,13,4.16,3.76,52.30
8779,"TND-ML-08779","Water Resources Department","Bridge construction","Ballari",96538662.89,124971569.54,9,"Vendor 410","Equipment Supply",True,52.04,98,51,122886494.70,122528998.15,126321083.64,86.91,9,True,19,91708791.03,36.27,0.94,19,7.14,1.55,82.38
8780,"TND-ML-08780","Public Works Department","Bridge construction","Shivamogga",130616235.41,148342186.33,8,"Vendor 147","Consulting",True,51.72,87,45,147465778.80,146822511.80,151108562.50,71.69,7,False,14,122952495.92,20.65,0.60,13,2.11,4.40,53.40
8781,"TND-ML-08781","Public Works Department","Equipment Supply","Mangaluru",128209499.07,131893337.46,9,"Vendor 170","IT Services",False,56.14,57,32,131282763.84,129400434.46,130298930.70,73.16,6,False,9,111274223.79,18.53,0.60,8,1.24,3.41,53.20
8782,"TND-ML-08782","Urban Development Department","Road construction","Mysuru",120693641.57,131545429.04,9,"Vendor 068","Healthcare",True,29.00,100,29,129313040.51,129031579.94,134018997.01,74.07,5,False,15,111963085.40,17.49,0.60,13,6.27,7.97,45.96
8783,"TND-ML-08783","Water Resources Department","Infrastructure","Bengaluru",112809287.86,115687239.96,3,"Vendor 222","IT Services",True,53.13,32,17,113852488.56,115471522.72,116534233.56,62.54,5,False,17,101945047.55,13.48,0.51,6,6.34,1.68,41.78
8784,"TND-ML-08784","Municipal Corporation","IT Services","Mangaluru",16874503.96,20307463.93,7,"Vendor 152","Equipment Supply",True,35.14,37,13,20217811.65,20463632.20,20326942.85,77.19,8,True,5,15628339.18,29.94,0.68,16,4.22,7.50,66.38
